merge_key,field,chosen_value,alternative_values,source_files
2000|dodgetrucks|b3500|59,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|dakota|25,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|dakota|39,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|dakota|47,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|dakota|59,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|durango|47,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|durango|52,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|durango|59,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|ram1500|39,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|ram1500|52,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|ram1500|59,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|ram2500|59,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|ram2500|8,oil_capacity,6.6 liters with filter,6.6 liters with filter || 7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|ram2500|diesel59,oil_capacity,10.4 liters with filter,10.4 liters with filter || 11 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|ram3500|59,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|ram3500|8,oil_capacity,6.6 liters with filter,6.6 liters with filter || 7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodgetrucks|ram3500|diesel59,oil_capacity,10.4 liters with filter,10.4 liters with filter || 11 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|avenger|25,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|caravan|24,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|caravan|3,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|caravan|33,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|grandcaravan|3,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|grandcaravan|33,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|grandcaravan|38,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|intrepid|27,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|intrepid|32,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|intrepid|35,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|neon|2,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|stratus|2,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|stratus|24,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|stratus|25,oil_capacity,2.7 liters with filter,2.7 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|dodge|viper|8,oil_capacity,9.5 liters with filter,10 qts. with filter || 9.5 liters with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e150|42,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e150|46,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e150|54,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e250|42,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e250|54,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e350|54,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e350|68,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e350|diesel73,oil_capacity,14.2 liters with filter,14.2 liters with filter || 15 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e450|54,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e450|68,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|e450|diesel73,oil_capacity,14.2 liters with filter,14.2 liters with filter || 15 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|escape|2,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|escape|3,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|excursion|54,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|excursion|68,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|excursion|diesel73,oil_capacity,14.2 liters with filter,14.2 liters with filter || 15 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|expedition|46,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|expedition|54,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|explorersporttrac|4,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|explorer|4,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|explorer|5,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f150|42,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f150|46,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f150|54,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f250|54,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f250|68,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f250|diesel73,oil_capacity,14.2 liters with filter,14.2 liters with filter || 15 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f350|54,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f350|68,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f350|diesel73,oil_capacity,14.2 liters with filter,14.2 liters with filter || 15 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f450|68,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f450|diesel73,oil_capacity,14.2 liters with filter,14.2 liters with filter || 15 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f550|68,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|f550|diesel73,oil_capacity,14.2 liters with filter,14.2 liters with filter || 15 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|ranger|23,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|ranger|25,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|ranger|3,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|fordtrucks|ranger|4,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|contour|2,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|contour|25,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|crownvictoria|46,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|escortzx2|2,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|escort|2,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|focus|2,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4.5 qts. or with Engine Code (P) 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|mustang|38,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|mustang|enginecodev46,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|mustang|enginecodex46,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|taurus|enginecode2oru30,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|taurus|enginecodes30,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|ford|windstar|38,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|gmctrucks|c2500|57,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|gmctrucks|c2500|diesel65,oil_capacity,7.6 liters with filter,7.6 liters with filter || 8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|gmctrucks|c3500hd|diesel65,oil_capacity,7.6 liters with filter,7.6 liters with filter || 8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|gmctrucks|c3500|57,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|gmctrucks|c3500|diesel65,oil_capacity,7.6 liters with filter,7.6 liters with filter || 8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|gmctrucks|g1500|43,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|gmctrucks|g1500|5,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|gmctrucks|g1500|57,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|gmctrucks|jimmy|43,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2000|gmctrucks|k2500|57,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
